name,price,status,shipping,free_returns,items_sold
LED Desk Lamp Flexible Gooseneck Table Lamp Touch Control Compact Portable Lamp,$10.51,Brand New,0,True,128
"Vintage Industrial Desk Lamp, Dimmable Bedside Light with ON/OFF Toggle Switch",$15.99,Brand New,6.0824,False,
VEVOR LED Desk Lamp with Clamp Double Head Desk Lamp with 360° Adjustable,$26.99,Brand New,0,True,
"Desk Lamp, Desk Light with Wireless Charger, USB Charging Port, Dimmable Office",$18.99,Brand New,0,True,
"LED Desk Lamp – Rechargeable, Foldable, Portable Light with 3 Brightness Levels",$10.88,Brand New,0,True,
LED Desk Lamp with Clamp Double Head Desk Lamp with 360° Adjustable Gooseneck,$21.99,Brand New,0,True,
BenQ Genie e-Reading Lamp Adjustable LED Desk Lamp with Eye-Care Technology,$120.00,Open Box,25.0024,False,
"Desk Lamp with Clamp, 31.5"" LED Desk Lamp for Home Office, 24W Gesture Sensing C",$53.99,Brand New,0,False,
"LED Swing Arm Desk Lamp, Wood Integrated Table Lamp, Heavy Base, 4-Level Dimmer",$29.99,Brand New,0,False,
"LED Adjustable Swing Arm Lamp, 3 Colors ModeArm Desk Light with Clamp, Reading",$20.02,Brand New,0,False,
2-in-1 25 MODE Swing Arm Desk Lamp with Clamp and RGB Backlight for Home/Office,$36.99,Brand New,0,False,
LED Clip on Desk Lamp Reading Light Gooseneck 10W Eye-Caring Light Clip-on Lamp,$13.59,Brand New,0,True,52
1 PC Small LED Desk Lamp - Portable Eye Protection for Dorm & Bedside Use - NEW,$12.99,Brand New,0,False,26
LED Desk Lamp Adjustable Neck Lamp with Clamp Eye-Caring Reading Desk Light 5V,$33.00,Brand New,0,True,
Animal Shaped Resin Desk Night Lamp OWL Colorful Decorative Lamp for Home Decor,$11.99,Brand New,0,False,
Lamp Desk Architect Arm Swing Adjustable Light Table Task Clamp Black Metal,$17.98,Brand New,0,False,
"LED Desk Lamp, Eye-Caring Table Lamps, Natural Light Protects Eyes, 5 Modes",$18.98,Brand New,0,False,443
"Neatfi Elite XL 22"" Task Lamp 1600LM LED Desk Light Adjustable Clamp Rose Gold",$119.99,Brand New,0,True,
Black Lamp for Home Office- Super Bright Small Desk Light with USB Charging Port,$19.99,Open Box,0,False,43
SUNBEAM LED DESK LAMP-FLEXIBLE NECK-3 DIM LEVELS-BLACK-4.6w-NEW IN BOX-FAST SHIP,$15.00,Brand New,6.8324,False,
"Desk Lamp for Home Office, Eye Comfortable LED Desk Light for Long Hours, Adjust",$28.26,Brand New,0,True,
Prestige Light Battery Operated Gold Desk Lamp,$18.99,Brand New,0,True,
LED Desk Lamp with Dual Screen Adjustable Gooseneck Eye Prot with 360° US,$19.68,Brand New,0,True,
USB Reading Light Flexible LED Lamp Laptop Computer Clip On Bed Desk Table Light,$15.99,Brand New,0,True,
Flexible Double Head E27 LED Clamp/Clip-on Desk Light Work Table Lamp Holder,$11.82,Brand New,0,False,82
GMOX Cordless LED Table Lamp Touch Dimmable Aluminum Rechargeable Desk Light,$16.49,Brand New,0,False,
"Vintage Bankers Desk Lamp, Traditional Student Antique Piano Table Light",$60.99,Brand New,0,False,369
Desk Lamp Vintage Study Lamps with Flexible Goose Neck for Table Home & Office,$10.99,Brand New,0,True,
{NEW} Sunbeam LED Desk Lamp White,$21.99,Brand New,0,False,24
Sunbeam Flexible LED Desk Lamp - Black - TESTED Exc Condition - Fast Shipping,$8.00,Pre-Owned,6.8324,False,
Bankers Desk Lamp 15in Antique Brass Green Glass Shade Adjustable Height Light,$41.59,Brand New,0,False,31
"Mainstays LED Desk Lamp with Catch-All Base & AC Outlet, Matte Black",$13.24,Brand New,0,False,14
Resin Table Lamp Gray (Includes LED Light Bulb) - Hearth & Hand,$27.99,Brand New,0,True,76
Metal Clip on LED Desk Lamp Base Lamp Table Lamp USB Charging Port Power Adapter,$22.05,Brand New,0,True,
USB Reading Night Light Flexible LED Book Lamp Laptop Computer Clip-on Bed Desk,$9.96,Brand New,0,True,901
"LED Desk Lamp with Clamp, 1000LM Super Bright 3-Level Dimmable Desk Light 6000K",$58.50,Brand New,0,True,
LED Desk Lamp with Clamp Double Head Desk Lamp with 360° Adjustable Gooseneck,$21.99,Brand New,0,False,
Reading Desk Light Adjustable Lamp Eye-Caring LED Desk Lamp 3 Level Color Change,$17.99,Brand New,0,True,
IKEA RIGGAD LED Desk Lamp White Wireless Charging USB Port Work Light Modern,$32.95,Brand New,10.0,False,
"Desk Lamp for Home Office, Eye Comfortable LED Desk Light for Long Hours, Adjust",$28.26,Brand New,0,True,
Swing Arm Desk Lamp Clamp Light Work Bench Computer Artist Drafting Studio Table,$35.98,Brand New,0,False,
